idx,transformer_model,n_neighbors,n_components,min_dist,min_cluster_size,cluster_selection_method,ngram_range,coherence,topic_diversity,silhouette_score,n_topics,n_outlier_pubs
2390,BAAI/bge-large-en-v1.5,7,17,0.05,8,eom,"(1, 3)",0.62672558,0.822222222,0.03772095,9,20
2391,BAAI/bge-large-en-v1.5,7,17,0.05,5,eom,"(1, 2)",0.626698025,0.753333333,0.026019553,15,23
2392,BAAI/bge-large-en-v1.5,13,9,0.05,20,eom,"(1, 4)",0.62667197,0.975,0.06576733,4,46
2393,BAAI/bge-large-en-v1.5,20,9,0,9,eom,"(1, 3)",0.626646132,0.975,0.06707591,4,41
2394,BAAI/bge-large-en-v1.5,5,9,0,7,eom,"(1, 3)",0.626630543,0.74375,0.04398278,16,70
2395,BAAI/bge-large-en-v1.5,5,9,0.05,8,eom,"(2, 3)",0.626616281,1,0.044844396,2,361
2396,BAAI/bge-large-en-v1.5,13,20,0.05,5,eom,"(1, 2)",0.626602765,0.82,0.044769257,10,47
2397,BAAI/bge-large-en-v1.5,17,20,0.1,9,eom,"(1, 4)",0.626576762,0.814285714,0.072176516,7,119
2398,BAAI/bge-large-en-v1.5,7,9,0.05,5,eom,"(1, 4)",0.626545578,0.776190476,0.05014609,21,48
2399,BAAI/bge-large-en-v1.5,5,5,0.05,5,eom,"(1, 3)",0.626475814,0.745454545,0.031072794,22,51
2400,BAAI/bge-large-en-v1.5,17,20,0,15,eom,"(1, 4)",0.626440424,0.95,0.06806409,4,48
2401,BAAI/bge-large-en-v1.5,5,7,0.1,10,eom,"(1, 3)",0.626397825,1,0.10313643,3,34
2402,BAAI/bge-large-en-v1.5,7,17,0,9,eom,"(1, 3)",0.626278822,0.84,0.046210993,10,71
2403,BAAI/bge-large-en-v1.5,5,15,0.1,10,eom,"(1, 2)",0.626217938,1,0.097044416,3,28
2404,BAAI/bge-large-en-v1.5,20,9,0,6,eom,"(1, 2)",0.626201074,0.746153846,0.049748424,13,73
2405,BAAI/bge-large-en-v1.5,5,9,0,9,eom,"(1, 4)",0.626122016,0.866666667,0.044296227,9,69
2406,BAAI/bge-large-en-v1.5,7,7,0,5,eom,"(1, 2)",0.625872639,0.7,0.028362505,18,27
2407,BAAI/bge-large-en-v1.5,7,17,0.05,6,eom,"(1, 2)",0.625844388,0.764285714,0.03218077,14,25
2408,BAAI/bge-large-en-v1.5,17,13,0,7,eom,"(1, 2)",0.625682483,0.8,0.052974287,9,56
2409,BAAI/bge-large-en-v1.5,5,5,0.05,8,eom,"(1, 2)",0.625668364,0.79,0.051249158,10,38
2410,BAAI/bge-large-en-v1.5,9,15,0.1,13,eom,"(1, 3)",0.625638843,1,0.115628056,3,27
2411,BAAI/bge-large-en-v1.5,5,5,0,10,eom,"(1, 3)",0.625560142,0.811111111,0.050087493,9,114
2412,BAAI/bge-large-en-v1.5,5,9,0,10,eom,"(1, 4)",0.62523919,0.8875,0.0419882,8,81
2413,BAAI/bge-large-en-v1.5,9,20,0.05,9,eom,"(1, 4)",0.625175302,1,0.06307588,4,41
2414,BAAI/bge-large-en-v1.5,9,13,0,7,eom,"(1, 2)",0.625122256,0.728571429,0.03923334,14,55
2415,BAAI/bge-large-en-v1.5,13,7,0,20,eom,"(2, 3)",0.62510066,1,0.10653188,3,1
2416,BAAI/bge-large-en-v1.5,17,13,0.05,10,eom,"(2, 3)",0.62510066,1,0.10653188,3,1
2417,BAAI/bge-large-en-v1.5,17,13,0,10,eom,"(2, 3)",0.62510066,1,0.10653188,3,1
2418,BAAI/bge-large-en-v1.5,15,17,0.05,13,eom,"(2, 3)",0.62510066,1,0.10653188,3,1
2419,BAAI/bge-large-en-v1.5,15,17,0,17,eom,"(2, 3)",0.62510066,1,0.10653188,3,1
2420,BAAI/bge-large-en-v1.5,13,9,0.05,10,eom,"(2, 3)",0.62510066,1,0.10653188,3,1
2421,BAAI/bge-large-en-v1.5,17,5,0,13,eom,"(2, 3)",0.62510066,1,0.10653188,3,1
2422,BAAI/bge-large-en-v1.5,15,17,0,15,eom,"(2, 3)",0.62510066,1,0.10653188,3,1
2423,BAAI/bge-large-en-v1.5,17,5,0,15,eom,"(2, 3)",0.62510066,1,0.10653188,3,1
2424,BAAI/bge-large-en-v1.5,9,20,0,17,eom,"(1, 2)",0.625019648,1,0.060582556,4,31
2425,BAAI/bge-large-en-v1.5,7,20,0.05,10,eom,"(1, 4)",0.624883913,1,0.11336563,3,18
2426,BAAI/bge-large-en-v1.5,17,20,0,13,eom,"(1, 4)",0.62484603,0.925,0.067674525,4,42
2427,BAAI/bge-large-en-v1.5,9,15,0.1,9,eom,"(1, 3)",0.624813049,0.828571429,0.07085564,7,122
2428,BAAI/bge-large-en-v1.5,17,15,0,17,eom,"(1, 4)",0.6247936,1,0.11097819,3,25
2429,BAAI/bge-large-en-v1.5,13,13,0.1,10,eom,"(1, 4)",0.624658154,0.828571429,0.066910565,7,98
2430,BAAI/bge-large-en-v1.5,5,5,0.1,7,eom,"(1, 2)",0.624486408,0.777777778,0.04967805,9,33
2431,BAAI/bge-large-en-v1.5,20,7,0.05,6,eom,"(1, 2)",0.624402009,0.7375,0.079331025,16,122
2432,BAAI/bge-large-en-v1.5,17,15,0,15,eom,"(1, 4)",0.624375932,1,0.110826835,3,24
2433,BAAI/bge-large-en-v1.5,20,5,0.05,10,eom,"(1, 2)",0.624287082,0.966666667,0.11511871,3,24
2434,BAAI/bge-large-en-v1.5,5,17,0.1,5,eom,"(1, 2)",0.624236655,0.746666667,0.03753693,15,48
2435,BAAI/bge-large-en-v1.5,17,13,0.05,15,eom,"(1, 3)",0.624092987,0.975,0.067303844,4,45
2436,BAAI/bge-large-en-v1.5,7,17,0,5,eom,"(1, 2)",0.624072373,0.753333333,0.025083052,15,16
2437,BAAI/bge-large-en-v1.5,5,7,0.1,17,eom,"(1, 2)",0.624070255,1,0.11103737,3,22
2438,BAAI/bge-large-en-v1.5,9,7,0.05,20,eom,"(1, 3)",0.62399072,1,0.1136679,3,24
2439,BAAI/bge-large-en-v1.5,15,7,0.1,6,eom,"(1, 2)",0.623870181,0.78,0.061738115,15,113
2440,BAAI/bge-large-en-v1.5,15,7,0.1,9,eom,"(1, 4)",0.623853166,0.842857143,0.064641066,7,97
2441,BAAI/bge-large-en-v1.5,7,7,0.1,10,eom,"(1, 2)",0.62379785,1,0.10932886,3,16
2442,BAAI/bge-large-en-v1.5,15,15,0,6,eom,"(1, 2)",0.623387198,0.71875,0.063652515,16,92
2443,BAAI/bge-large-en-v1.5,5,20,0.1,9,eom,"(1, 2)",0.623372331,0.88,0.054128643,5,28
2444,BAAI/bge-large-en-v1.5,20,17,0.1,13,eom,"(1, 4)",0.623338452,1,0.11826087,3,26
2445,BAAI/bge-large-en-v1.5,20,17,0.1,17,eom,"(1, 4)",0.623332403,0.966666667,0.12107841,3,36
2446,BAAI/bge-large-en-v1.5,17,17,0,8,eom,"(1, 2)",0.6233148,0.788888889,0.05074519,9,42
2447,BAAI/bge-large-en-v1.5,7,5,0.05,5,eom,"(1, 3)",0.623306887,0.760869565,0.063360274,23,88
2448,BAAI/bge-large-en-v1.5,15,15,0.05,10,eom,"(1, 3)",0.623277195,0.95,0.06823497,4,52
2449,BAAI/bge-large-en-v1.5,13,7,0,5,eom,"(1, 4)",0.623158861,0.736363636,0.06743732,22,100
2450,BAAI/bge-large-en-v1.5,15,13,0,5,eom,"(1, 2)",0.623067814,0.74,0.03987059,15,66
2451,BAAI/bge-large-en-v1.5,13,7,0.1,15,eom,"(1, 4)",0.623012245,1,0.111974455,3,22
2452,BAAI/bge-large-en-v1.5,13,7,0.1,13,eom,"(1, 4)",0.623012245,1,0.11132569,3,21
2453,BAAI/bge-large-en-v1.5,15,5,0.05,5,eom,"(1, 2)",0.622956224,0.764285714,0.043794107,14,76
2454,BAAI/bge-large-en-v1.5,5,5,0.05,17,eom,"(1, 3)",0.622902521,1,0.11011979,3,41
2455,BAAI/bge-large-en-v1.5,5,7,0,6,eom,"(1, 2)",0.622818944,0.71875,0.036090557,16,33
2456,BAAI/bge-large-en-v1.5,7,15,0.05,10,eom,"(1, 4)",0.622692009,0.95,0.06198942,4,39
2457,BAAI/bge-large-en-v1.5,15,15,0.1,10,eom,"(1, 3)",0.622690503,0.95,0.068487994,4,53
2458,BAAI/bge-large-en-v1.5,17,7,0,15,eom,"(1, 4)",0.622677968,0.95,0.066773064,4,43
2459,BAAI/bge-large-en-v1.5,17,9,0,5,eom,"(1, 2)",0.622658218,0.741176471,0.05844337,17,86
2460,BAAI/bge-large-en-v1.5,20,20,0.1,10,eom,"(1, 4)",0.622644462,0.925,0.07178648,4,62
2461,BAAI/bge-large-en-v1.5,20,15,0,9,eom,"(1, 2)",0.622636106,0.8125,0.06430957,8,95
2462,BAAI/bge-large-en-v1.5,15,9,0.05,13,eom,"(1, 4)",0.6226221,1,0.11082779,3,20
2463,BAAI/bge-large-en-v1.5,13,17,0.1,9,eom,"(1, 2)",0.622617084,1,0.062119987,4,27
2464,BAAI/bge-large-en-v1.5,5,17,0,5,eom,"(1, 2)",0.622489805,0.715789474,0.03261142,19,37
2465,BAAI/bge-large-en-v1.5,7,20,0.1,7,eom,"(1, 2)",0.622425356,0.74375,0.06183962,16,104
2466,BAAI/bge-large-en-v1.5,17,5,0.1,13,eom,"(1, 4)",0.622270003,1,0.11416226,3,24
2467,BAAI/bge-large-en-v1.5,9,7,0,17,eom,"(1, 4)",0.622144339,1,0.11366817,3,26
2468,BAAI/bge-large-en-v1.5,17,7,0,5,eom,"(1, 2)",0.621949397,0.713333333,0.038705837,15,50
2469,BAAI/bge-large-en-v1.5,7,7,0.1,17,eom,"(1, 4)",0.621820047,0.975,0.070449285,4,60
2470,BAAI/bge-large-en-v1.5,20,17,0.05,9,eom,"(1, 4)",0.621809707,1,0.11889783,3,30
2471,BAAI/bge-large-en-v1.5,9,15,0.05,5,eom,"(1, 2)",0.621724298,0.7,0.03739236,18,45
2472,BAAI/bge-large-en-v1.5,5,7,0.1,15,eom,"(1, 2)",0.621696547,1,0.11081279,3,20
2473,BAAI/bge-large-en-v1.5,13,17,0.05,15,eom,"(1, 2)",0.621523633,1,0.06604519,4,35
2474,BAAI/bge-large-en-v1.5,7,5,0.1,9,eom,"(1, 3)",0.621437227,0.9,0.071336895,3,18
2475,BAAI/bge-large-en-v1.5,9,20,0,10,eom,"(1, 2)",0.621381033,1,0.059142657,4,26
2476,BAAI/bge-large-en-v1.5,17,15,0.05,5,eom,"(1, 2)",0.621370396,0.71875,0.06537821,16,99
2477,BAAI/bge-large-en-v1.5,5,9,0.1,9,eom,"(1, 4)",0.621350237,0.86,0.059558984,5,53
2478,BAAI/bge-large-en-v1.5,17,15,0,9,eom,"(1, 4)",0.621292294,0.8375,0.05371289,8,71
2479,BAAI/bge-large-en-v1.5,9,5,0,15,eom,"(1, 4)",0.621108592,1,0.062296215,4,35
2480,BAAI/bge-large-en-v1.5,20,5,0.1,15,eom,"(1, 4)",0.621064737,1,0.11748226,3,28
2481,BAAI/bge-large-en-v1.5,9,7,0,13,eom,"(1, 4)",0.620980343,1,0.11375657,3,26
2482,BAAI/bge-large-en-v1.5,5,5,0,7,eom,"(1, 2)",0.620940499,0.7625,0.046928752,16,74
2483,BAAI/bge-large-en-v1.5,20,9,0.05,20,eom,"(1, 4)",0.620825095,1,0.118670754,3,31
2484,BAAI/bge-large-en-v1.5,13,15,0.1,15,eom,"(1, 4)",0.620731538,0.95,0.070223175,4,57
2485,BAAI/bge-large-en-v1.5,9,13,0.1,6,eom,"(1, 2)",0.620704633,0.75,0.06379514,16,97
2486,BAAI/bge-large-en-v1.5,20,9,0.05,15,eom,"(1, 4)",0.620646367,1,0.11710851,3,29
2487,BAAI/bge-large-en-v1.5,5,9,0,5,eom,"(1, 3)",0.620440701,0.75,0.032551277,22,39
2488,BAAI/bge-large-en-v1.5,7,9,0,9,eom,"(1, 4)",0.620279688,0.866666667,0.054271083,6,26
2489,BAAI/bge-large-en-v1.5,7,13,0.05,9,eom,"(1, 2)",0.620152226,1,0.1120002,3,20
2490,BAAI/bge-large-en-v1.5,7,13,0.05,10,eom,"(1, 2)",0.620152226,1,0.1120002,3,20
2491,BAAI/bge-large-en-v1.5,7,13,0,5,eom,"(1, 2)",0.620082886,0.716666667,0.029876495,18,31
2492,BAAI/bge-large-en-v1.5,5,5,0,5,eom,"(1, 4)",0.620020625,0.740740741,0.04631911,27,61
2493,BAAI/bge-large-en-v1.5,20,7,0,5,eom,"(1, 3)",0.619829134,0.75,0.07136236,18,119
2494,BAAI/bge-large-en-v1.5,20,9,0,17,eom,"(1, 2)",0.61980936,0.95,0.06894729,4,48
2495,BAAI/bge-large-en-v1.5,7,20,0.05,9,eom,"(1, 2)",0.619538076,0.855555556,0.057584237,9,86
2496,BAAI/bge-large-en-v1.5,9,7,0.1,5,eom,"(1, 2)",0.619529353,0.766666667,0.0448901,15,78
2497,BAAI/bge-large-en-v1.5,20,7,0.05,13,eom,"(1, 4)",0.619487841,1,0.116215095,3,23
2498,BAAI/bge-large-en-v1.5,20,20,0.05,10,eom,"(1, 4)",0.619469341,1,0.11677109,3,25
2499,BAAI/bge-large-en-v1.5,15,13,0.1,15,eom,"(1, 4)",0.619299503,1,0.11707388,3,26
2500,BAAI/bge-large-en-v1.5,5,13,0,6,eom,"(1, 2)",0.6189807,0.729411765,0.04592656,17,41
2501,BAAI/bge-large-en-v1.5,15,5,0,6,eom,"(1, 2)",0.618977961,0.758823529,0.06075445,17,115
2502,BAAI/bge-large-en-v1.5,20,7,0.05,15,eom,"(1, 4)",0.618878167,1,0.11610162,3,23
2503,BAAI/bge-large-en-v1.5,15,13,0.1,10,eom,"(1, 2)",0.618868328,0.95,0.06685065,4,46
2504,BAAI/bge-large-en-v1.5,17,13,0.1,20,eom,"(1, 2)",0.618860115,1,0.11995763,3,35
2505,BAAI/bge-large-en-v1.5,13,17,0.1,15,eom,"(1, 4)",0.618468244,0.95,0.06795076,4,50
2506,BAAI/bge-large-en-v1.5,20,20,0,15,eom,"(1, 4)",0.618414543,0.95,0.06731355,4,39
2507,BAAI/bge-large-en-v1.5,7,9,0.1,5,eom,"(1, 3)",0.618327094,0.752380952,0.05393473,21,68
2508,BAAI/bge-large-en-v1.5,15,13,0.05,13,eom,"(1, 4)",0.618204615,0.9,0.06801123,4,50
2509,BAAI/bge-large-en-v1.5,20,7,0.05,20,eom,"(1, 3)",0.61808387,1,0.121918015,3,32
2510,BAAI/bge-large-en-v1.5,5,20,0,13,eom,"(1, 4)",0.617947681,0.975,0.057441477,4,44
2511,BAAI/bge-large-en-v1.5,15,13,0.1,9,eom,"(1, 3)",0.617940064,0.95,0.06568241,4,39
2512,BAAI/bge-large-en-v1.5,20,15,0.1,17,eom,"(1, 2)",0.617698924,0.95,0.073251374,4,73
2513,BAAI/bge-large-en-v1.5,17,7,0.05,13,eom,"(1, 2)",0.617669435,1,0.11402466,3,20
2514,BAAI/bge-large-en-v1.5,7,9,0.05,6,eom,"(1, 2)",0.617658466,0.74,0.06468347,20,90
2515,BAAI/bge-large-en-v1.5,20,9,0.1,10,eom,"(1, 3)",0.617309142,0.975,0.07068961,4,60
2516,BAAI/bge-large-en-v1.5,20,20,0.05,5,eom,"(2, 3)",0.617276699,1,-0.007835299,2,361
2517,BAAI/bge-large-en-v1.5,15,15,0,8,eom,"(2, 3)",0.617276699,1,-0.007835299,2,361
2518,BAAI/bge-large-en-v1.5,5,7,0,10,eom,"(1, 4)",0.617257308,0.94,0.049510576,5,44
2519,BAAI/bge-large-en-v1.5,20,7,0.05,17,eom,"(1, 4)",0.617230241,1,0.11720002,3,25
2520,BAAI/bge-large-en-v1.5,9,5,0.05,10,eom,"(1, 4)",0.617199199,0.975,0.06414817,4,50
2521,BAAI/bge-large-en-v1.5,7,7,0.1,15,eom,"(1, 4)",0.617145574,1,0.069508396,4,60
2522,BAAI/bge-large-en-v1.5,13,5,0,5,eom,"(1, 2)",0.616838649,0.726666667,0.03780647,15,63
2523,BAAI/bge-large-en-v1.5,9,20,0.1,17,eom,"(1, 2)",0.616819504,0.95,0.07453779,4,77
2524,BAAI/bge-large-en-v1.5,7,7,0,13,eom,"(1, 3)",0.616746353,0.9,0.059309684,6,88
2525,BAAI/bge-large-en-v1.5,17,7,0.1,13,eom,"(1, 3)",0.61664685,1,0.117285416,3,27
2526,BAAI/bge-large-en-v1.5,17,7,0.05,10,eom,"(1, 2)",0.6165259,1,0.11230177,3,15
2527,BAAI/bge-large-en-v1.5,9,20,0,15,eom,"(1, 2)",0.616504527,1,0.05899309,4,28
2528,BAAI/bge-large-en-v1.5,5,20,0.1,10,eom,"(1, 4)",0.616480006,0.975,0.055001706,4,39
2529,BAAI/bge-large-en-v1.5,20,20,0,9,eom,"(1, 4)",0.616440124,0.857142857,0.06354196,7,85
2530,BAAI/bge-large-en-v1.5,17,20,0,17,eom,"(1, 3)",0.61634462,0.925,0.06824308,4,48
2531,BAAI/bge-large-en-v1.5,9,13,0.05,9,eom,"(1, 2)",0.616305076,0.822222222,0.059182093,9,100
2532,BAAI/bge-large-en-v1.5,5,9,0.05,5,eom,"(1, 4)",0.616242909,0.719230769,0.040312245,26,53
2533,BAAI/bge-large-en-v1.5,9,20,0.1,13,eom,"(1, 3)",0.616015503,0.95,0.07205691,4,68
2534,BAAI/bge-large-en-v1.5,15,7,0,7,eom,"(1, 2)",0.61598122,0.78,0.04631483,10,39
2535,BAAI/bge-large-en-v1.5,7,17,0.1,8,eom,"(1, 2)",0.615798845,0.8,0.041752964,9,30
2536,BAAI/bge-large-en-v1.5,5,13,0,5,eom,"(1, 3)",0.615681614,0.766666667,0.043833386,21,39
2537,BAAI/bge-large-en-v1.5,17,13,0.1,15,eom,"(1, 2)",0.615609675,1,0.11553092,3,23
2538,BAAI/bge-large-en-v1.5,5,9,0,6,eom,"(1, 3)",0.615534614,0.75,0.03367777,18,52
2539,BAAI/bge-large-en-v1.5,17,5,0.1,9,eom,"(1, 2)",0.615474906,0.8,0.067233205,8,111
2540,BAAI/bge-large-en-v1.5,20,9,0.05,10,eom,"(1, 2)",0.615404799,0.975,0.06947708,4,56
2541,BAAI/bge-large-en-v1.5,9,7,0,10,eom,"(1, 3)",0.615206212,1,0.11293452,3,25
2542,BAAI/bge-large-en-v1.5,9,13,0.05,5,eom,"(1, 3)",0.615204275,0.747619048,0.052597053,21,71
2543,BAAI/bge-large-en-v1.5,9,9,0,5,eom,"(1, 3)",0.615140147,0.741666667,0.065684795,24,88
2544,BAAI/bge-large-en-v1.5,20,7,0,9,eom,"(1, 4)",0.615132528,0.857142857,0.06420582,7,83
2545,BAAI/bge-large-en-v1.5,13,5,0.1,20,eom,"(1, 4)",0.615112492,0.966666667,0.120676324,3,44
2546,BAAI/bge-large-en-v1.5,20,15,0.05,10,eom,"(1, 3)",0.615017814,0.857142857,0.05914708,7,81
2547,BAAI/bge-large-en-v1.5,20,5,0.1,9,eom,"(1, 4)",0.615001978,1,0.1190238,3,34
2548,BAAI/bge-large-en-v1.5,20,5,0,20,eom,"(1, 2)",0.614842274,1,0.11352073,3,20
2549,BAAI/bge-large-en-v1.5,5,17,0.05,9,eom,"(1, 2)",0.614748556,0.86,0.051910482,5,18
2550,BAAI/bge-large-en-v1.5,5,17,0,9,eom,"(1, 2)",0.614748556,0.86,0.051910482,5,18
2551,BAAI/bge-large-en-v1.5,7,13,0.1,10,eom,"(1, 4)",0.614692946,1,0.11476948,3,35
2552,BAAI/bge-large-en-v1.5,7,9,0,6,eom,"(1, 2)",0.614628532,0.731578947,0.05964236,19,69
2553,BAAI/bge-large-en-v1.5,20,7,0,10,eom,"(1, 4)",0.614423196,0.842857143,0.06635739,7,85
2554,BAAI/bge-large-en-v1.5,13,17,0.05,20,eom,"(1, 4)",0.614411279,0.975,0.06530956,4,38
2555,BAAI/bge-large-en-v1.5,15,17,0.1,8,eom,"(1, 2)",0.614342252,0.8,0.056913134,9,77
2556,BAAI/bge-large-en-v1.5,15,13,0.1,20,eom,"(1, 4)",0.614281489,0.95,0.07002423,4,62
2557,BAAI/bge-large-en-v1.5,9,20,0.05,9,eom,"(1, 3)",0.614219218,1,0.06307588,4,41
2558,BAAI/bge-large-en-v1.5,5,9,0,9,eom,"(1, 3)",0.6138548,0.866666667,0.044296227,9,69
2559,BAAI/bge-large-en-v1.5,17,15,0,5,eom,"(1, 2)",0.613815137,0.744444444,0.06285237,18,101
2560,BAAI/bge-large-en-v1.5,9,7,0.05,6,eom,"(1, 2)",0.613682994,0.73125,0.03836144,16,66
2561,BAAI/bge-large-en-v1.5,5,7,0,9,eom,"(1, 3)",0.613642493,0.883333333,0.052198336,6,32
2562,BAAI/bge-large-en-v1.5,7,15,0.1,9,eom,"(1, 4)",0.613602081,0.857142857,0.05990157,7,69
2563,BAAI/bge-large-en-v1.5,13,5,0.1,15,eom,"(1, 3)",0.613601623,1,0.1146677,3,30
2564,BAAI/bge-large-en-v1.5,20,7,0.05,5,eom,"(1, 2)",0.613589364,0.738888889,0.06762548,18,117
2565,BAAI/bge-large-en-v1.5,17,13,0,5,eom,"(1, 2)",0.613433609,0.781818182,0.03524061,11,54
2566,BAAI/bge-large-en-v1.5,20,20,0.1,10,eom,"(1, 3)",0.613359629,0.925,0.07178648,4,62
2567,BAAI/bge-large-en-v1.5,17,7,0,15,eom,"(1, 3)",0.613299269,0.95,0.066773064,4,43
2568,BAAI/bge-large-en-v1.5,17,5,0,5,eom,"(1, 2)",0.613285541,0.725,0.045734473,20,92
2569,BAAI/bge-large-en-v1.5,15,13,0.05,5,eom,"(1, 2)",0.613229128,0.75,0.07190219,18,120
2570,BAAI/bge-large-en-v1.5,9,9,0.05,9,eom,"(1, 3)",0.613194942,0.966666667,0.116111934,3,24
2571,BAAI/bge-large-en-v1.5,7,5,0,5,eom,"(1, 3)",0.613153795,0.769565217,0.06355841,23,82
2572,BAAI/bge-large-en-v1.5,7,7,0.05,9,eom,"(1, 4)",0.613149553,0.883333333,0.065869085,6,47
2573,BAAI/bge-large-en-v1.5,9,7,0.05,15,eom,"(1, 3)",0.613130532,1,0.11552703,3,27
2574,BAAI/bge-large-en-v1.5,15,7,0,5,eom,"(1, 2)",0.613092868,0.744444444,0.06315481,18,97
2575,BAAI/bge-large-en-v1.5,20,5,0.1,13,eom,"(1, 4)",0.613003447,1,0.115933895,3,24
2576,BAAI/bge-large-en-v1.5,20,13,0.1,10,eom,"(1, 4)",0.61295473,1,0.11814894,3,29
2577,BAAI/bge-large-en-v1.5,13,15,0.05,5,eom,"(1, 2)",0.612901813,0.729411765,0.03594076,17,58
2578,BAAI/bge-large-en-v1.5,17,20,0.05,9,eom,"(1, 3)",0.612819778,0.828571429,0.068486325,7,108
2579,BAAI/bge-large-en-v1.5,13,7,0.1,13,eom,"(1, 3)",0.612752458,1,0.11132569,3,21
2580,BAAI/bge-large-en-v1.5,13,7,0.1,15,eom,"(1, 3)",0.612752458,1,0.111974455,3,22
2581,BAAI/bge-large-en-v1.5,9,20,0.05,5,eom,"(1, 2)",0.612579778,0.706666667,0.027943304,15,37
2582,BAAI/bge-large-en-v1.5,17,9,0.05,8,eom,"(1, 2)",0.612568762,0.79,0.04823081,10,70
2583,BAAI/bge-large-en-v1.5,20,17,0,17,eom,"(1, 4)",0.612537301,1,0.11636392,3,23
2584,BAAI/bge-large-en-v1.5,9,7,0,5,eom,"(1, 2)",0.612521819,0.722222222,0.03032604,18,40
2585,BAAI/bge-large-en-v1.5,7,7,0.05,5,eom,"(1, 3)",0.612377259,0.724,0.06260837,25,84
2586,BAAI/bge-large-en-v1.5,15,9,0.05,13,eom,"(1, 3)",0.612204928,1,0.11082779,3,20
2587,BAAI/bge-large-en-v1.5,5,13,0,9,eom,"(1, 4)",0.612188949,0.81,0.04816708,10,99
2588,BAAI/bge-large-en-v1.5,9,20,0.05,10,eom,"(1, 2)",0.612183331,1,0.06417129,4,42
2589,BAAI/bge-large-en-v1.5,5,20,0,9,eom,"(1, 2)",0.612154078,0.833333333,0.06019627,6,61
2590,BAAI/bge-large-en-v1.5,9,7,0,15,eom,"(1, 3)",0.611818921,1,0.11400204,3,26
2591,BAAI/bge-large-en-v1.5,15,15,0.1,9,eom,"(1, 2)",0.611813246,0.95,0.06904077,4,55
2592,BAAI/bge-large-en-v1.5,9,5,0,15,eom,"(1, 3)",0.611679132,1,0.062296215,4,35
2593,BAAI/bge-large-en-v1.5,20,17,0.1,20,eom,"(1, 4)",0.611632248,0.966666667,0.1276883,3,47
2594,BAAI/bge-large-en-v1.5,7,17,0.1,10,eom,"(1, 4)",0.611530081,1,0.11499986,3,28
2595,BAAI/bge-large-en-v1.5,9,15,0.05,9,eom,"(1, 2)",0.611524023,0.785714286,0.06505324,7,104
2596,BAAI/bge-large-en-v1.5,7,17,0.1,9,eom,"(1, 2)",0.611457026,1,0.11423141,3,21
2597,BAAI/bge-large-en-v1.5,17,20,0,15,eom,"(1, 3)",0.611397626,0.95,0.06806409,4,48
2598,BAAI/bge-large-en-v1.5,7,20,0,9,eom,"(1, 3)",0.611149073,0.855555556,0.0546125,9,79
2599,BAAI/bge-large-en-v1.5,9,15,0,15,eom,"(2, 3)",0.611129536,0.966666667,0.10577785,3,5
2600,BAAI/bge-large-en-v1.5,20,5,0.05,15,eom,"(1, 4)",0.611086926,1,0.11550677,3,25
2601,BAAI/bge-large-en-v1.5,9,13,0,5,eom,"(1, 2)",0.610986184,0.720833333,0.05933,24,89
2602,BAAI/bge-large-en-v1.5,7,20,0,13,eom,"(1, 2)",0.610917756,0.975,0.063508675,4,35
2603,BAAI/bge-large-en-v1.5,9,5,0.05,5,eom,"(1, 2)",0.610915013,0.735294118,0.028169375,17,50
2604,BAAI/bge-large-en-v1.5,13,9,0.05,17,eom,"(1, 4)",0.610857958,0.975,0.062602066,4,39
2605,BAAI/bge-large-en-v1.5,5,15,0,5,eom,"(1, 4)",0.610840743,0.769565217,0.05066747,23,75
2606,BAAI/bge-large-en-v1.5,7,20,0,10,eom,"(1, 4)",0.610303824,0.95,0.062930375,4,35
2607,BAAI/bge-large-en-v1.5,17,15,0.1,9,eom,"(1, 4)",0.610183786,0.828571429,0.069566324,7,107
2608,BAAI/bge-large-en-v1.5,15,13,0.05,10,eom,"(1, 4)",0.610088176,0.871428571,0.061697062,7,90
2609,BAAI/bge-large-en-v1.5,20,17,0.05,10,eom,"(1, 3)",0.610057695,1,0.11536059,3,24
2610,BAAI/bge-large-en-v1.5,20,17,0,9,eom,"(1, 3)",0.610057695,1,0.11556962,3,26
2611,BAAI/bge-large-en-v1.5,20,9,0,9,eom,"(1, 2)",0.610021743,0.975,0.06707591,4,41
2612,BAAI/bge-large-en-v1.5,17,20,0,9,eom,"(1, 2)",0.609989203,0.857142857,0.063761696,7,83
2613,BAAI/bge-large-en-v1.5,9,7,0.1,6,eom,"(1, 2)",0.609954403,0.785714286,0.045821633,14,87
2614,BAAI/bge-large-en-v1.5,9,17,0.05,5,eom,"(1, 2)",0.609843576,0.721052632,0.02716142,19,43
2615,BAAI/bge-large-en-v1.5,20,13,0.1,9,eom,"(1, 3)",0.609758336,0.857142857,0.07089766,7,115
2616,BAAI/bge-large-en-v1.5,13,13,0.05,10,eom,"(1, 4)",0.609689786,0.975,0.06627279,4,45
2617,BAAI/bge-large-en-v1.5,13,9,0.05,20,eom,"(1, 3)",0.609678383,0.975,0.06576733,4,46
2618,BAAI/bge-large-en-v1.5,7,17,0,10,eom,"(1, 2)",0.609595274,0.95,0.065653354,4,46
2619,BAAI/bge-large-en-v1.5,7,7,0.1,17,eom,"(1, 3)",0.609324684,0.975,0.070449285,4,60
2620,BAAI/bge-large-en-v1.5,7,15,0.05,15,eom,"(1, 4)",0.609314604,0.925,0.06365552,4,47
